TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis7,60290131,15242204,04-12-14,20-06-11,80,-1,0.8,60.48355166666666,15.403673333333334,0.0,0.0,0.0
2,2,Bullis7,60290253,15243096,04-25-31,20-06-11,2060,-1,20.6,60.483755,15.40516,0.08452358405283711,797.0,0.006900878293601004
3,3,Bullis7,60289374,15244597,04-26-01,20-06-11,3090,-1,30.9,60.48229,15.407661666666666,0.21288361492624713,30.0,0.09537037037037034
4,4,Bullis7,60287233,15244468,04-26-31,20-06-11,5710,-1,57.1,60.478721666666665,15.407446666666667,0.3969553749853901,30.0,0.2425925925925926
5,5,Bullis7,60284848,15242324,04-27-01,20-06-11,5710,-1,57.1,60.47474666666667,15.403873333333333,0.48342612717272526,30.0,0.0
6,6,Bullis7,60282614,15239558,04-27-31,20-06-11,5940,-1,59.4,60.471023333333335,15.399263333333334,0.48500703434436915,30.0,0.021296296296296268
7,7,Bullis7,60281843,15236328,04-28-01,20-06-11,2560,-1,25.6,60.46973833333333,15.39388,0.32781268067905284,30.0,-0.31296296296296294
8,8,Bullis7,60279390,15237020,04-28-31,20-06-11,6490,-1,64.9,60.46565,15.395033333333334,0.458975905013899,30.0,0.36388888888888893
9,9,Bullis7,60276568,15238427,04-29-01,20-06-11,6640,-1,66.4,60.460946666666665,15.397378333333334,0.5385529014760808,30.0,0.013888888888888888
10,10,Bullis7,60274329,15242474,04-29-31,20-06-11,6630,-1,66.3,60.457215,15.404123333333333,0.5558064365487626,30.0,-0.0009259259259260049
11,11,Bullis7,60274413,15247406,04-30-01,20-06-11,4840,-1,48.4,60.457355,15.412343333333334,0.45094784680531025,30.0,-0.16574074074074072
12,12,Bullis7,60274158,15252210,04-30-31,20-06-11,5880,-1,58.8,60.45693,15.42035,0.44152092431655954,30.0,0.09629629629629628
13,13,Bullis7,60273982,15257512,04-31-01,20-06-11,6010,-1,60.1,60.45663666666667,15.429186666666666,0.48559330010985763,30.0,0.012037037037037075
14,14,Bullis7,60274940,15261760,04-31-31,20-06-11,5140,-1,51.4,60.45823333333333,15.436266666666667,0.4268491591471813,30.0,-0.08055555555555557
15,15,Bullis7,60275655,15266135,04-32-01,20-06-11,4470,-1,44.7,60.459425,15.443558333333334,0.4211507978261074,30.0,-0.062037037037036995
16,16,Bullis7,60277197,15269605,04-32-31,20-06-11,5770,-1,57.7,60.461995,15.449341666666667,0.426832342892226,30.0,0.12037037037037038
17,17,Bullis7,60278564,15273414,04-33-01,20-06-11,2520,-1,25.2,60.46427333333333,15.45569,0.4304456779567493,30.0,-0.3009259259259259
18,18,Bullis7,60277072,15275841,04-33-31,20-06-11,5700,-1,57.0,60.46178666666667,15.459735,0.35443186697458534,30.0,0.29444444444444445
19,19,Bullis7,60275331,15279122,04-34-01,20-06-11,4630,-1,46.3,60.458885,15.465203333333333,0.44042524800972366,30.0,-0.09907407407407409
20,20,Bullis7,60273741,15280840,04-34-31,20-06-11,5620,-1,56.2,60.456235,15.468066666666667,0.33387618882002923,30.0,0.09166666666666672
21,21,Bullis7,60271629,15283268,04-35-01,20-06-11,5200,-1,52.0,60.452715,15.472113333333333,0.44992479185949397,30.0,-0.03888888888888891
22,22,Bullis7,60270391,15285012,04-35-31,20-06-11,3110,-1,31.1,60.450651666666666,15.47502,0.27936508058163806,30.0,-0.1935185185185185
23,23,Bullis7,60269358,15286831,04-36-01,20-06-11,3570,-1,35.7,60.44893,15.478051666666667,0.2535558080557661,30.0,0.042592592592592605
24,24,Bullis7,60267848,15290265,04-36-31,20-06-11,4720,-1,47.2,60.44641333333333,15.483775,0.42051838307998557,30.0,0.10648148148148147
25,25,Bullis7,60266590,15291160,04-37-01,20-06-11,5200,-1,52.0,60.444316666666666,15.485266666666666,0.24707722421037415,30.0,0.04444444444444442
26,26,Bullis7,60266144,15290257,04-37-31,20-06-11,1930,-1,19.3,60.44357333333333,15.483761666666666,0.11681663249240239,30.0,-0.3027777777777778
27,27,Bullis7,60265730,15290712,04-38-47,20-06-11,2280,-1,22.8,60.442883333333334,15.48452,0.08727435456330572,76.0,0.012792397660818713
28,28,Bullis7,60265140,15294054,04-39-17,20-06-11,4250,-1,42.5,60.4419,15.49009,0.32450342930650583,30.0,0.1824074074074074
29,29,Bullis7,60264032,15296497,04-39-47,20-06-11,4710,-1,47.1,60.44005333333333,15.494161666666667,0.3033969221156864,30.0,0.042592592592592605
30,30,Bullis7,60262583,15298764,04-40-17,20-06-11,2110,-1,21.1,60.43763833333333,15.49794,0.3392248059162446,30.0,-0.24074074074074076
31,31,Bullis7,60261085,15301234,04-40-47,20-06-11,4490,-1,44.9,60.43514166666667,15.502056666666666,0.3578817620991442,30.0,0.22037037037037033
32,32,Bullis7,60260303,15302935,04-41-17,20-06-11,80,-1,0.8,60.433838333333334,15.504891666666667,0.21259568997308712,30.0,-0.4083333333333333
