TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis17,60293655,15260730,06-24-59,09-06-11,5240,-1,52.4,60.489425,15.43455,0.0,0.0,0.0
2,2,Bullis17,60292528,15259232,06-25-30,09-06-11,4860,-1,48.6,60.48754666666667,15.432053333333334,0.24964876484806703,31.0,-0.03405017921146951
3,3,Bullis17,60290924,15257100,06-26-00,09-06-11,5620,-1,56.2,60.48487333333333,15.4285,0.35531823457662237,30.0,0.07037037037037039
4,4,Bullis17,60289749,15256497,06-26-30,09-06-11,1240,-1,12.4,60.482915,15.427495,0.2246089264766983,30.0,-0.4055555555555556
5,5,Bullis17,60290234,15256726,06-35-59,09-06-11,3770,-1,37.7,60.48372333333333,15.427876666666666,0.09228249136420325,569.0,0.012351103300136694
6,6,Bullis17,60291473,15256976,06-36-29,09-06-11,4410,-1,44.1,60.48578833333333,15.428293333333333,0.23074921879883703,30.0,0.05925925925925924
7,7,Bullis17,60292098,15256510,06-36-59,09-06-11,1580,-1,15.8,60.48683,15.427516666666667,0.12339431937947441,30.0,-0.262037037037037
8,8,Bullis17,60292106,15255227,06-37-29,09-06-11,1600,-1,16.0,60.48684333333333,15.425378333333333,0.11714136922733837,30.0,0.0018518518518518452
9,9,Bullis17,60291893,15256059,07-14-24,09-06-11,1680,-1,16.8,60.486488333333334,15.426765,0.08560289287128194,2215.0,0.0001003260596940056
10,10,Bullis17,60292436,15255841,07-14-54,09-06-11,3370,-1,33.7,60.48739333333333,15.426401666666667,0.10258061800789742,30.0,0.1564814814814815
11,11,Bullis17,60293637,15253501,07-15-24,09-06-11,3410,-1,34.1,60.489395,15.422501666666667,0.3085022248180049,30.0,0.0037037037037036904
12,12,Bullis17,60294640,15254405,07-15-55,09-06-11,4800,-1,48.0,60.49106666666667,15.424008333333333,0.20337560619495904,31.0,0.12455197132616486
13,13,Bullis17,60295534,15256687,07-16-25,09-06-11,2890,-1,28.9,60.492556666666665,15.427811666666667,0.2661590066313225,30.0,-0.17685185185185187
14,14,Bullis17,60296687,15259168,07-16-55,09-06-11,2140,-1,21.4,60.49447833333333,15.431946666666667,0.31135483182944074,30.0,-0.06944444444444445
15,15,Bullis17,60297852,15257657,07-17-25,09-06-11,4810,-1,48.1,60.49642,15.429428333333334,0.2561907022168366,30.0,0.24722222222222223
16,16,Bullis17,60298817,15258411,07-17-55,09-06-11,1260,-1,12.6,60.49802833333333,15.430685,0.19162116642599394,30.0,-0.32870370370370366
17,17,Bullis17,60298692,15257519,07-22-02,09-06-11,1910,-1,19.1,60.49782,15.429198333333334,0.08463953390657762,247.0,0.0073099415204678385
18,18,Bullis17,60298054,15257469,07-22-32,09-06-11,4750,-1,47.5,60.49675666666667,15.429115,0.11832529815157623,30.0,0.26296296296296295
19,19,Bullis17,60297272,15259806,07-23-02,09-06-11,4450,-1,44.5,60.49545333333333,15.43301,0.2578726763513797,30.0,-0.027777777777777776
20,20,Bullis17,60297125,15264505,07-23-32,09-06-11,5200,-1,52.0,60.49520833333333,15.440841666666667,0.4297490450033126,30.0,0.06944444444444445
21,21,Bullis17,60297644,15268805,07-24-02,09-06-11,4780,-1,47.8,60.496073333333335,15.448008333333334,0.4040779312810653,30.0,-0.03888888888888891
22,22,Bullis17,60298738,15272547,07-24-32,09-06-11,4870,-1,48.7,60.49789666666667,15.454245,0.3971673758468891,30.0,0.008333333333333385
23,23,Bullis17,60298961,15274901,07-25-02,09-06-11,2380,-1,23.8,60.498268333333336,15.458168333333333,0.21877376941487,30.0,-0.23055555555555557
24,24,Bullis17,60297350,15276867,07-25-32,09-06-11,4650,-1,46.5,60.495583333333336,15.461445,0.34832822734062685,30.0,0.21018518518518517
25,25,Bullis17,60295273,15277880,07-26-02,09-06-11,4810,-1,48.1,60.49212166666667,15.463133333333333,0.39586928806761673,30.0,0.014814814814814828
26,26,Bullis17,60293461,15276050,07-26-32,09-06-11,4020,-1,40.2,60.48910166666667,15.460083333333333,0.37506472110190936,30.0,-0.07314814814814814
27,27,Bullis17,60292308,15277290,07-27-02,09-06-11,3579,-1,35.79,60.48718,15.46215,0.24181314462065553,30.0,-0.04083333333333337
28,28,Bullis17,60290489,15279184,07-27-32,09-06-11,4720,-1,47.2,60.48414833333333,15.465306666666667,0.3788689130114895,30.0,0.10564814814814817
