TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis15,60289954,15242318,14-20-51,10-06-11,20,-1,0.2,60.48325666666667,15.403863333333334,0.0,0.0,0.0
2,2,Bullis15,60290297,15242996,14-29-37,10-06-11,1920,-1,19.2,60.483828333333335,15.404993333333334,0.08872917318869085,526.0,0.010033798056611745
3,3,Bullis15,60291524,15241650,14-30-11,10-06-11,5770,-1,57.7,60.48587333333333,15.40275,0.25847647483034275,34.0,0.3145424836601307
4,4,Bullis15,60292127,15238553,14-30-41,10-06-11,4320,-1,43.2,60.48687833333334,15.397588333333333,0.30402874152947085,30.0,-0.13425925925925924
5,5,Bullis15,60292505,15235063,14-31-11,10-06-11,3429,-1,34.29,60.48750833333333,15.391771666666667,0.32622760399891865,30.0,-0.08250000000000003
6,6,Bullis15,60294432,15236096,14-31-42,10-06-11,4000,-1,40.0,60.49072,15.393493333333334,0.36936189945810816,31.0,0.05116487455197133
7,7,Bullis15,60296078,15238532,14-32-12,10-06-11,4660,-1,46.6,60.49346333333333,15.397553333333333,0.3774865069580039,30.0,0.06111111111111112
8,8,Bullis15,60296922,15241044,14-32-43,10-06-11,1400,-1,14.0,60.49487,15.40174,0.27755310124510635,31.0,-0.2921146953405018
9,9,Bullis15,60292957,15258946,09-12-33,13-06-11,5720,-1,57.2,60.488261666666666,15.431576666666666,1.7917413139277631,239990.0,5.0002083420142505e-05
10,10,Bullis15,60291928,15257449,09-13-04,13-06-11,1290,-1,12.9,60.48654666666667,15.429081666666667,0.2346146614374939,31.0,-0.3969534050179212
11,11,Bullis15,60291472,15256908,09-13-34,13-06-11,3190,-1,31.9,60.48578666666667,15.42818,0.09788349706894195,30.0,0.17592592592592593
12,12,Bullis15,60290474,15256550,09-14-04,13-06-11,860,-1,8.6,60.484123333333336,15.427583333333333,0.18782017439807014,30.0,-0.2157407407407407
13,13,Bullis15,60289300,15256541,09-14-34,13-06-11,2370,-1,23.7,60.482166666666664,15.427568333333333,0.21757295831299547,30.0,0.1398148148148148
14,14,Bullis15,60288677,15257823,09-15-04,13-06-11,2960,-1,29.6,60.48112833333333,15.429705,0.16441811915196844,30.0,0.05462962962962965
15,15,Bullis15,60287723,15259922,09-15-34,13-06-11,3020,-1,30.2,60.47953833333333,15.433203333333333,0.2607577939131392,30.0,0.005555555555555536
16,16,Bullis15,60287266,15261357,09-16-04,13-06-11,2440,-1,24.4,60.47877666666667,15.435595,0.15602704866632894,30.0,-0.053703703703703705
17,17,Bullis15,60286831,15261658,09-16-43,13-06-11,420,-1,4.2,60.478051666666666,15.436096666666666,0.08517352391299293,39.0,-0.14387464387464385
18,18,Bullis15,60286804,15262582,09-26-15,13-06-11,4230,-1,42.3,60.478006666666666,15.437636666666666,0.08452808067523633,572.0,0.018502331002331
19,19,Bullis15,60288504,15266957,09-26-45,13-06-11,4710,-1,47.1,60.48084,15.444928333333333,0.508787862237949,30.0,0.04444444444444449
20,20,Bullis15,60287208,15270105,09-27-15,13-06-11,8290,-1,82.9,60.47868,15.450175,0.374593815321168,30.0,0.3314814814814815
21,21,Bullis15,60284465,15274074,09-27-45,13-06-11,3260,-1,32.6,60.474108333333334,15.45679,0.6243387660673918,30.0,-0.4657407407407408
22,22,Bullis15,60282461,15277036,09-28-15,13-06-11,9300,-1,93.0,60.47076833333333,15.461726666666667,0.4594796797951059,30.0,0.5592592592592592
23,23,Bullis15,60279091,15281914,09-28-45,13-06-11,7390,-1,73.9,60.465151666666664,15.469856666666667,0.7672117728600621,30.0,-0.1768518518518518
24,24,Bullis15,60278322,15282705,09-29-15,13-06-11,20,-1,0.2,60.46387,15.471175,0.15978928142990784,30.0,-0.6824074074074074
25,25,Bullis15,60276804,15283973,09-29-45,13-06-11,8009,-1,80.09,60.46134,15.473288333333333,0.3042428655827969,30.0,0.7397222222222222
26,26,Bullis15,60272596,15288402,09-30-15,13-06-11,11230,-1,112.3,60.45432666666667,15.48067,0.8786072499501474,30.0,0.2982407407407407
27,27,Bullis15,60269842,15294792,09-30-45,13-06-11,9500,-1,95.0,60.44973666666667,15.49132,0.775598223615762,30.0,-0.16018518518518515
28,28,Bullis15,60266136,15300790,09-31-15,13-06-11,9750,-1,97.5,60.44356,15.501316666666666,0.878812498851419,30.0,0.023148148148148147
29,29,Bullis15,60262010,15306643,09-31-45,13-06-11,12220,-1,122.2,60.436683333333335,15.511071666666666,0.9332980202402025,30.0,0.22870370370370371
