TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis2,60290954,15242440,13-49-03,11-06-11,5570,-1,55.7,60.484923333333334,15.404066666666667,0.0,0.0,0.0
2,2,Bullis2,60289507,15244492,13-49-34,11-06-11,3970,-1,39.7,60.48251166666667,15.407486666666667,0.32713124253656,31.0,-0.14336917562724014
3,3,Bullis2,60289618,15246876,13-50-04,11-06-11,2550,-1,25.5,60.48269666666667,15.41146,0.21864646524151415,30.0,-0.1314814814814815
4,4,Bullis2,60289293,15249375,13-50-34,11-06-11,2220,-1,22.2,60.482155,15.415625,0.2359936823134809,30.0,-0.03055555555555556
5,5,Bullis2,60289390,15250282,13-51-04,11-06-11,4020,-1,40.2,60.48231666666667,15.417136666666666,0.08474523647311628,30.0,0.16666666666666669
6,6,Bullis2,60289811,15253646,13-51-34,11-06-11,5410,-1,54.1,60.483018333333334,15.422743333333333,0.31691154239792363,30.0,0.12870370370370368
7,7,Bullis2,60287518,15258318,13-52-04,11-06-11,7290,-1,72.9,60.47919666666667,15.43053,0.60214311841177,30.0,0.1740740740740741
8,8,Bullis2,60286531,15262038,13-52-34,11-06-11,2960,-1,29.6,60.47755166666666,15.43673,0.3858228825440348,30.0,-0.40092592592592596
9,9,Bullis2,60288564,15267739,13-53-20,11-06-11,2170,-1,21.7,60.48094,15.446231666666666,0.6426299745975574,46.0,-0.047705314009661846
10,10,Bullis2,60289934,15272752,13-53-50,11-06-11,8880,-1,88.8,60.483223333333335,15.454586666666668,0.523431256049144,30.0,0.6212962962962962
11,11,Bullis2,60292034,15280864,13-54-21,11-06-11,10290,-1,102.9,60.48672333333333,15.468106666666667,0.8366580751644263,31.0,0.12634408602150543
12,12,Bullis2,60293947,15289457,13-54-51,11-06-11,10290,-1,102.9,60.489911666666664,15.482428333333333,0.8608571961471424,30.0,0.0
13,13,Bullis2,60295236,15298425,13-55-21,11-06-11,10300,-1,103.0,60.49206,15.497375,0.852774492105529,30.0,0.0009259259259258733
