TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis11,60288552,15235556,17-59-03,08-06-11,10,-1,0.1,60.48092,15.392593333333334,0.0,0.0,0.0
2,2,Bullis11,60288769,15234713,18-14-20,08-06-11,1910,-1,19.1,60.48128166666667,15.391188333333334,0.08684775829471653,917.0,0.005755482854719496
3,3,Bullis11,60287156,15234894,18-14-50,08-06-11,6400,-1,64.0,60.478593333333336,15.39149,0.2993856005271793,30.0,0.4157407407407407
4,4,Bullis11,60284657,15236066,18-15-20,08-06-11,5430,-1,54.3,60.474428333333336,15.393443333333334,0.4753339900531601,30.0,-0.08981481481481483
5,5,Bullis11,60282383,15236360,18-15-50,08-06-11,3200,-1,32.0,60.47063833333333,15.393933333333333,0.4222834075911427,30.0,-0.20648148148148146
6,6,Bullis11,60281838,15238518,18-16-20,08-06-11,6440,-1,64.4,60.46973,15.39753,0.22148672523097473,30.0,0.30000000000000004
7,7,Bullis11,60284165,15241351,18-16-50,08-06-11,2730,-1,27.3,60.47360833333333,15.402251666666666,0.50292599901972,30.0,-0.34351851851851856
8,8,Bullis11,60284410,15239798,18-17-20,08-06-11,10,-1,0.1,60.474016666666664,15.399663333333333,0.14892879609225285,30.0,-0.2518518518518518
9,9,Bullis11,60284216,15240727,18-22-46,08-06-11,4300,-1,43.0,60.47369333333334,15.401211666666667,0.09215039370454155,326.0,0.03655419222903885
10,10,Bullis11,60282140,15238876,18-23-16,08-06-11,7120,-1,71.2,60.47023333333333,15.398126666666666,0.4202423764795015,30.0,0.2611111111111111
11,11,Bullis11,60282869,15236338,18-23-46,08-06-11,6840,-1,68.4,60.471448333333335,15.393896666666667,0.26831684778853004,30.0,-0.0259259259259259
12,12,Bullis11,60286465,15235197,18-24-16,08-06-11,8090,-1,80.9,60.477441666666664,15.391995,0.6745264260372638,30.0,0.11574074074074074
13,13,Bullis11,60288728,15234802,18-24-46,08-06-11,2350,-1,23.5,60.481213333333336,15.391336666666668,0.4209384579551218,30.0,-0.5314814814814816
14,14,Bullis11,60288542,15235648,18-36-57,08-06-11,30,-1,0.3,60.48090333333333,15.392746666666667,0.08459149135691457,731.0,-0.008815929472564219
15,15,Bullis11,60288768,15234791,19-02-53,08-06-11,2710,-1,27.1,60.48128,15.391318333333333,0.0887575962511788,1556.0,0.004784347329334476
16,16,Bullis11,60286529,15235160,19-03-23,08-06-11,7840,-1,78.4,60.47754833333333,15.391933333333334,0.4163082957774368,30.0,0.475
17,17,Bullis11,60285481,15235654,19-03-53,08-06-11,30,-1,0.3,60.47580166666667,15.392756666666667,0.19939124710506215,30.0,-0.7231481481481482
18,18,Bullis11,60285038,15235922,19-04-31,08-06-11,5590,-1,55.9,60.47506333333333,15.393203333333334,0.08566969118292776,38.0,0.4064327485380117
19,19,Bullis11,60282306,15236366,19-05-01,08-06-11,4340,-1,43.4,60.47051,15.393943333333333,0.5079290046877566,30.0,-0.11574074074074074
20,20,Bullis11,60282124,15239041,19-05-31,08-06-11,6809,-1,68.09,60.47020666666667,15.398401666666667,0.24665627243504018,30.0,0.22861111111111115
21,21,Bullis11,60284192,15241069,19-06-01,08-06-11,3470,-1,34.7,60.47365333333333,15.401781666666666,0.42566762177124445,30.0,-0.3091666666666667
22,22,Bullis11,60284410,15239843,19-06-31,08-06-11,10,-1,0.1,60.474016666666664,15.399738333333334,0.11903857603591729,30.0,-0.32037037037037036
23,23,Bullis11,60284233,15240799,05-27-24,09-06-11,4160,-1,41.6,60.47372166666667,15.401331666666668,0.09327172273854488,37253.0,0.0003094456225747665
24,24,Bullis11,60285948,15243131,05-27-54,09-06-11,5550,-1,55.5,60.47658,15.405218333333334,0.38259211202876586,30.0,0.12870370370370368
25,25,Bullis11,60286016,15244236,05-28-24,09-06-11,10,-1,0.1,60.47669333333333,15.40706,0.10169696546238141,30.0,-0.512962962962963
26,26,Bullis11,60287459,15246713,05-28-54,09-06-11,7330,-1,73.3,60.47909833333333,15.411188333333333,0.3502604587445382,30.0,0.6777777777777777
27,27,Bullis11,60289369,15250318,05-29-24,09-06-11,6600,-1,66.0,60.482281666666665,15.417196666666667,0.48337985425494956,30.0,-0.06759259259259257
28,28,Bullis11,60289501,15254321,05-29-54,09-06-11,5830,-1,58.3,60.482501666666664,15.423868333333333,0.3663232561383567,30.0,-0.07129629629629633
29,29,Bullis11,60288047,15256146,05-30-24,09-06-11,3810,-1,38.1,60.48007833333333,15.42691,0.31682758701178054,30.0,-0.187037037037037
30,30,Bullis11,60288927,15257556,05-30-54,09-06-11,3379,-1,33.79,60.481545,15.42926,0.20778276441592147,30.0,-0.039907407407407426
31,31,Bullis11,60289658,15259204,05-31-24,09-06-11,3910,-1,39.1,60.48276333333333,15.432006666666666,0.20247463783384673,30.0,0.049166666666666685
32,32,Bullis11,60290279,15260642,05-31-54,09-06-11,90,-1,0.9,60.48379833333333,15.434403333333334,0.17459640698909398,30.0,-0.35370370370370374
33,33,Bullis11,60291183,15262650,05-32-24,09-06-11,3750,-1,37.5,60.485305,15.43775,0.24835240018830018,30.0,0.33888888888888885
34,34,Bullis11,60291349,15263544,05-32-54,09-06-11,10,-1,0.1,60.48558166666667,15.43924,0.08722673117547375,30.0,-0.34629629629629627
35,35,Bullis11,60291755,15263977,05-46-16,09-06-11,810,-1,8.1,60.48625833333333,15.439961666666667,0.08499484864618413,802.0,0.002770850651149903
36,36,Bullis11,60292032,15264720,05-46-54,09-06-11,2130,-1,21.3,60.48672,15.4412,0.08506835276323174,38.0,0.09649122807017545
37,37,Bullis11,60293070,15262920,05-47-24,09-06-11,4840,-1,48.4,60.48845,15.4382,0.2529996268897426,30.0,0.2509259259259259
38,38,Bullis11,60294071,15265607,05-47-54,09-06-11,4100,-1,41.0,60.490118333333335,15.442678333333333,0.3075423555309634,30.0,-0.06851851851851849
39,39,Bullis11,60294829,15267836,05-48-24,09-06-11,4460,-1,44.6,60.49138166666667,15.446393333333333,0.2472545020754931,30.0,0.03333333333333335
40,40,Bullis11,60295610,15269159,05-48-54,09-06-11,20,-1,0.2,60.49268333333333,15.448598333333333,0.18850292511117417,30.0,-0.4111111111111111
41,41,Bullis11,60295212,15268463,06-04-22,09-06-11,4480,-1,44.8,60.49202,15.447438333333332,0.09734780668277072,928.0,0.013350095785440611
42,42,Bullis11,60294350,15266492,06-04-52,09-06-11,2580,-1,25.8,60.49058333333333,15.444153333333333,0.24060491039776458,30.0,-0.1759259259259259
43,43,Bullis11,60293772,15264956,06-05-22,09-06-11,3120,-1,31.2,60.48962,15.441593333333334,0.17645008982559574,30.0,0.04999999999999998
44,44,Bullis11,60292559,15263031,06-05-52,09-06-11,4010,-1,40.1,60.48759833333333,15.438385,0.28533676899661525,30.0,0.08240740740740743
45,45,Bullis11,60291866,15264067,06-06-22,09-06-11,740,-1,7.4,60.486443333333334,15.440111666666667,0.1594990871292456,30.0,-0.3027777777777778
46,46,Bullis11,60291516,15263385,06-06-55,09-06-11,2960,-1,29.6,60.48586,15.438975,0.08991219215998322,33.0,0.18686868686868688
47,47,Bullis11,60291173,15262611,14-40-24,09-06-11,3710,-1,37.1,60.48528833333334,15.437685,0.09504887053359595,30809.0,6.762093327707272e-05
48,48,Bullis11,60289780,15259129,14-40-54,09-06-11,4250,-1,42.5,60.48296666666667,15.431881666666667,0.40953218179344675,30.0,0.04999999999999998
49,49,Bullis11,60288888,15257123,14-41-24,09-06-11,2820,-1,28.2,60.48148,15.428538333333334,0.24673183573115592,30.0,-0.13240740740740742
50,50,Bullis11,60288809,15255880,14-41-54,09-06-11,3790,-1,37.9,60.48134833333334,15.426466666666666,0.114439523365062,30.0,0.0898148148148148
51,51,Bullis11,60289281,15254920,14-42-24,09-06-11,1230,-1,12.3,60.482135,15.424866666666667,0.12383616340004529,30.0,-0.23703703703703702
52,52,Bullis11,60290184,15253502,14-43-27,09-06-11,2450,-1,24.5,60.48364,15.422503333333333,0.21158600197147365,63.0,0.05379188712522045
53,53,Bullis11,60289264,15249998,14-43-57,09-06-11,3040,-1,30.4,60.48210666666667,15.416663333333334,0.3625331488407577,30.0,0.05462962962962961
54,54,Bullis11,60287520,15246697,14-44-27,09-06-11,7530,-1,75.3,60.4792,15.411161666666667,0.4419486922420822,30.0,0.4157407407407407
55,55,Bullis11,60286161,15243764,14-44-57,09-06-11,3070,-1,30.7,60.476935,15.406273333333333,0.3676559774588845,30.0,-0.4129629629629629
56,56,Bullis11,60285822,15243010,14-45-27,09-06-11,4460,-1,44.6,60.47637,15.405016666666667,0.09321195291231281,30.0,0.1287037037037037
57,57,Bullis11,60284168,15240953,14-45-57,09-06-11,3540,-1,35.4,60.47361333333333,15.401588333333333,0.35951578039188276,30.0,-0.08518518518518521
58,58,Bullis11,60284407,15239846,14-46-27,09-06-11,30,-1,0.3,60.47401166666667,15.399743333333333,0.11038104135120298,30.0,-0.325
59,59,Bullis11,60284266,15240736,05-49-31,10-06-11,4010,-1,40.1,60.473776666666666,15.401226666666666,0.08538221276852227,54184.0,0.000204037272175468
60,60,Bullis11,60285974,15243164,05-50-01,10-06-11,5310,-1,53.1,60.476623333333336,15.405273333333334,0.38647776700304487,30.0,0.12037037037037038
61,61,Bullis11,60285986,15244563,05-50-31,10-06-11,2470,-1,24.7,60.476643333333335,15.407605,0.12778178373430094,30.0,-0.26296296296296295
62,62,Bullis11,60288054,15247766,05-51-01,10-06-11,6490,-1,64.9,60.48009,15.412943333333333,0.4821157482831915,30.0,0.3722222222222223
63,63,Bullis11,60289489,15250417,05-51-31,10-06-11,6350,-1,63.5,60.482481666666665,15.417361666666666,0.3596114964451217,30.0,-0.012962962962963015
