TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis28,60285272,15260531,06-56-33,13-06-11,60,-1,0.6,60.475453333333334,15.434218333333334,0.0,0.0,0.0
2,2,Bullis28,60285649,15261155,07-01-21,13-06-11,2580,-1,25.8,60.476081666666666,15.435258333333334,0.09016135539920166,288.0,0.024305555555555556
3,3,Bullis28,60286036,15262490,07-01-51,13-06-11,70,-1,0.7,60.476726666666664,15.437483333333333,0.1414496205037754,30.0,-0.23240740740740742
4,4,Bullis28,60286625,15261491,07-02-21,13-06-11,4420,-1,44.2,60.47770833333333,15.435818333333334,0.14226113642196989,30.0,0.40277777777777773
5,5,Bullis28,60288354,15256851,07-02-51,13-06-11,7170,-1,71.7,60.48059,15.428085,0.5312290489798341,30.0,0.2546296296296296
6,6,Bullis28,60290193,15253489,07-03-21,13-06-11,3030,-1,30.3,60.483655,15.422481666666666,0.45868253912442797,30.0,-0.3833333333333334
7,7,Bullis28,60291890,15250325,07-03-51,13-06-11,5590,-1,55.9,60.48648333333333,15.417208333333333,0.42703199934356517,30.0,0.23703703703703702
8,8,Bullis28,60293027,15247304,07-04-21,13-06-11,5370,-1,53.7,60.48837833333333,15.412173333333334,0.34708106779016296,30.0,-0.02037037037037033
9,9,Bullis28,60295527,15244473,07-04-52,13-06-11,6500,-1,65.0,60.492545,15.407455,0.5305124020071179,31.0,0.10125448028673832
10,10,Bullis28,60297272,15241615,07-05-22,13-06-11,2730,-1,27.3,60.49545333333333,15.402691666666666,0.41549087873499774,30.0,-0.3490740740740741
11,11,Bullis28,60296432,15239849,07-05-52,13-06-11,1610,-1,16.1,60.49405333333333,15.399748333333333,0.22408864474189122,30.0,-0.10370370370370369
12,12,Bullis28,60295763,15241122,07-06-23,13-06-11,1180,-1,11.8,60.492938333333335,15.40187,0.1699203902523693,31.0,-0.0385304659498208
13,13,Bullis28,60296031,15240326,11-10-42,13-06-11,2370,-1,23.7,60.493385,15.400543333333333,0.08801051785472913,14659.0,0.00022549666113347124
14,14,Bullis28,60296452,15239910,11-11-12,13-06-11,60,-1,0.6,60.49408666666667,15.39985,0.08677084231161374,30.0,-0.21388888888888888
15,15,Bullis28,60296987,15241122,11-11-42,13-06-11,800,-1,8.0,60.494978333333336,15.40187,0.14855336506333625,30.0,0.06851851851851852
16,16,Bullis28,60296877,15242114,11-12-34,13-06-11,4100,-1,41.0,60.494795,15.403523333333334,0.09280911275727344,52.0,0.17628205128205127
17,17,Bullis28,60294832,15244908,11-13-04,13-06-11,5380,-1,53.8,60.49138666666666,15.40818,0.456807744527915,30.0,0.11851851851851848
18,18,Bullis28,60292965,15247207,11-13-34,13-06-11,4440,-1,44.4,60.488275,15.412011666666666,0.4046751202860434,30.0,-0.08703703703703702
19,19,Bullis28,60291998,15247578,11-14-04,13-06-11,2640,-1,26.4,60.48666333333333,15.41263,0.1823817260514496,30.0,-0.16666666666666666
20,20,Bullis28,60291391,15247677,11-14-34,13-06-11,2600,-1,26.0,60.48565166666667,15.412795,0.11285472302334501,30.0,-0.0037037037037036904
21,21,Bullis28,60290727,15247684,11-15-04,13-06-11,2480,-1,24.8,60.484545,15.412806666666667,0.12305737842893678,30.0,-0.011111111111111105
22,22,Bullis28,60290072,15248924,11-15-34,13-06-11,1480,-1,14.8,60.48345333333334,15.414873333333333,0.165990668758788,30.0,-0.09259259259259259
23,23,Bullis28,60290585,15248444,11-16-04,13-06-11,60,-1,0.6,60.48430833333333,15.414073333333333,0.10468677124125945,30.0,-0.13148148148148148
24,24,Bullis28,60290120,15248748,11-20-48,13-06-11,2730,-1,27.3,60.483533333333334,15.41458,0.09053577510259612,284.0,0.026115023474178403
25,25,Bullis28,60289558,15248471,11-21-18,13-06-11,1590,-1,15.9,60.482596666666666,15.414118333333333,0.10717944540500812,30.0,-0.10555555555555556
26,26,Bullis28,60288854,15249666,11-21-48,13-06-11,2490,-1,24.9,60.48142333333333,15.41611,0.17008233276530266,30.0,0.08333333333333331
27,27,Bullis28,60290036,15252111,11-22-18,13-06-11,3690,-1,36.9,60.48339333333333,15.420185,0.3127685981493446,30.0,0.1111111111111111
