TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis6,60305893,15230184,18-31-04,08-06-11,8400,-1,84.0,60.50982166666667,15.38364,0.0,0.0,0.0
2,2,Bullis6,60308987,15225250,18-31-34,08-06-11,8650,-1,86.5,60.51497833333333,15.375416666666666,0.7289504606934986,30.0,0.023148148148148147
3,3,Bullis6,60311847,15219337,18-32-04,08-06-11,9320,-1,93.2,60.519745,15.365561666666666,0.7561736502427371,30.0,0.062037037037037064
4,4,Bullis6,60314388,15213188,18-32-34,08-06-11,8400,-1,84.0,60.52398,15.355313333333333,0.732269484536982,30.0,-0.08518518518518521
5,5,Bullis6,60316839,15207446,18-33-04,08-06-11,8120,-1,81.2,60.528065,15.345743333333333,0.6931572322430023,30.0,-0.0259259259259259
6,6,Bullis6,60317501,15200282,18-33-34,08-06-11,8080,-1,80.8,60.52916833333333,15.333803333333334,0.6646191346312398,30.0,-0.0037037037037037563
7,7,Bullis6,60318098,15192535,18-34-04,08-06-11,9030,-1,90.3,60.530163333333334,15.320891666666666,0.7149439156526467,30.0,0.08796296296296297
8,8,Bullis6,60319043,15184939,18-34-34,08-06-11,9560,-1,95.6,60.53173833333334,15.308231666666666,0.7143373366238409,30.0,0.04907407407407405
9,9,Bullis6,60333705,15162542,04-58-33,09-06-11,10,-1,0.1,60.556175,15.270903333333333,3.3984720285976553,37439.0,-0.0007085599983380373
10,10,Bullis6,60333253,15162991,04-59-05,09-06-11,3850,-1,38.5,60.55542166666667,15.271651666666667,0.09322047925688667,32.0,0.3333333333333333
11,11,Bullis6,60332024,15166369,04-59-35,09-06-11,4890,-1,48.9,60.55337333333333,15.277281666666667,0.38286891547597807,30.0,0.09629629629629628
12,12,Bullis6,60330577,15166966,05-00-05,09-06-11,5740,-1,57.4,60.550961666666666,15.278276666666667,0.2736259777364349,30.0,0.0787037037037037
13,13,Bullis6,60328344,15168234,05-00-35,09-06-11,5970,-1,59.7,60.54724,15.28039,0.4296570647717661,30.0,0.021296296296296334
14,14,Bullis6,60326790,15167097,05-01-05,09-06-11,5260,-1,52.6,60.54465,15.278495,0.30606669835000155,30.0,-0.06574074074074075
15,15,Bullis6,60323628,15170438,05-01-35,09-06-11,8650,-1,86.5,60.53938,15.284063333333334,0.6603880210432089,30.0,0.3138888888888889
16,16,Bullis6,60321201,15177076,05-02-05,09-06-11,9130,-1,91.3,60.535335,15.295126666666667,0.753936631029674,30.0,0.04444444444444442
17,17,Bullis6,60319116,15184133,05-02-35,09-06-11,9220,-1,92.2,60.53186,15.306888333333333,0.7504640906113222,30.0,0.008333333333333385
18,18,Bullis6,60318057,15191815,05-03-05,09-06-11,9210,-1,92.1,60.530095,15.319691666666667,0.7273547016967103,30.0,-0.0009259259259260049
19,19,Bullis6,60317500,15200103,05-03-35,09-06-11,9580,-1,95.8,60.52916666666667,15.333505,0.7626755888167761,30.0,0.03425925925925929
20,20,Bullis6,60316516,15208329,05-04-05,09-06-11,9430,-1,94.3,60.52752666666667,15.347215,0.7718852599750079,30.0,-0.013888888888888888
21,21,Bullis6,60313698,15214774,05-04-35,09-06-11,8820,-1,88.2,60.52283,15.357956666666666,0.7862157988675202,30.0,-0.05648148148148143
22,22,Bullis6,60311107,15220692,05-05-05,09-06-11,9230,-1,92.3,60.51851166666667,15.36782,0.7224057051965541,30.0,0.03796296296296291
23,23,Bullis6,60308236,15226636,05-05-35,09-06-11,9070,-1,90.7,60.51372666666666,15.377726666666666,0.7596342215954535,30.0,-0.014814814814814762
24,24,Bullis6,60305121,15230854,05-06-05,09-06-11,7990,-1,79.9,60.508535,15.384756666666666,0.6937779435862181,30.0,-0.09999999999999996
25,25,Bullis6,60304020,15233306,13-46-22,09-06-11,2610,-1,26.1,60.5067,15.388843333333334,0.3027884760268635,31217.0,-0.00047872775873544684
26,26,Bullis6,60304232,15231714,13-46-52,09-06-11,6090,-1,60.9,60.50705333333333,15.38619,0.15047222310328248,30.0,0.3222222222222222
27,27,Bullis6,60307317,15228470,13-47-22,09-06-11,7880,-1,78.8,60.512195,15.380783333333333,0.6437863787890682,30.0,0.16574074074074072
28,28,Bullis6,60309822,15223405,13-47-52,09-06-11,7330,-1,73.3,60.51637,15.372341666666667,0.6549656321580838,30.0,-0.05092592592592592
29,29,Bullis6,60312163,15218485,13-48-22,09-06-11,7880,-1,78.8,60.520271666666666,15.364141666666667,0.6241690917784912,30.0,0.05092592592592592
30,30,Bullis6,60314215,15213667,13-48-52,09-06-11,6890,-1,68.9,60.523691666666664,15.356111666666667,0.5810995236589621,30.0,-0.09166666666666659
31,31,Bullis6,60316400,15208622,13-49-22,09-06-11,8240,-1,82.4,60.52733333333333,15.347703333333333,0.612866446472832,30.0,0.125
32,32,Bullis6,60317316,15203180,13-49-52,09-06-11,5520,-1,55.2,60.52886,15.338633333333334,0.5244325075281949,30.0,-0.2518518518518519
33,33,Bullis6,60317750,15197212,13-50-22,09-06-11,7759,-1,77.59,60.529583333333335,15.328686666666666,0.5500509935552613,30.0,0.2073148148148148
34,34,Bullis6,60318084,15190554,13-50-52,09-06-11,6759,-1,67.59,60.53014,15.31759,0.6101858796239351,30.0,-0.09259259259259259
35,35,Bullis6,60319090,15184457,13-51-22,09-06-11,7620,-1,76.2,60.531816666666664,15.307428333333334,0.5863023554890795,30.0,0.07972222222222222
36,36,Bullis6,60320703,15179088,13-51-52,09-06-11,6740,-1,67.4,60.534505,15.29848,0.5735279082443887,30.0,-0.08148148148148146
37,37,Bullis6,60322224,15173373,13-52-22,09-06-11,7020,-1,70.2,60.53704,15.288955,0.5923353464857405,30.0,0.0259259259259259
38,38,Bullis6,60324326,15169265,13-52-52,09-06-11,7130,-1,71.3,60.54054333333333,15.282108333333333,0.5403306157877351,30.0,0.010185185185185132
39,39,Bullis6,60326995,15167018,13-53-22,09-06-11,5000,-1,50.0,60.54499166666667,15.278363333333333,0.5353490285891014,30.0,-0.19722222222222222
40,40,Bullis6,60328632,15168396,13-53-52,09-06-11,4830,-1,48.3,60.54772,15.28066,0.3283387831213344,30.0,-0.015740740740740767
41,41,Bullis6,60330502,15167070,13-54-22,09-06-11,5040,-1,50.4,60.55083666666667,15.27845,0.3670159245017117,30.0,0.019444444444444455
42,42,Bullis6,60332602,15165558,13-54-52,09-06-11,5150,-1,51.5,60.554336666666664,15.27593,0.412844135039498,30.0,0.010185185185185198
43,43,Bullis6,60333567,15162808,13-55-22,09-06-11,3429,-1,34.29,60.555945,15.271346666666666,0.3078152142378375,30.0,-0.15935185185185186
44,44,Bullis6,60333117,15163155,15-08-36,09-06-11,4480,-1,44.8,60.555195,15.271925,0.08918668940632504,4394.0,0.0006644161229960045
45,45,Bullis6,60331536,15166516,15-09-06,09-06-11,6110,-1,61.1,60.55256,15.277526666666667,0.42380698965275004,30.0,0.15092592592592596
46,46,Bullis6,60329012,15168711,15-09-36,09-06-11,6340,-1,63.4,60.54835333333333,15.281185,0.5087233843142716,30.0,0.021296296296296268
47,47,Bullis6,60327099,15166966,15-10-06,09-06-11,90,-1,0.9,60.545165,15.278276666666667,0.3885551870455945,30.0,-0.5787037037037037
48,48,Bullis6,60326026,15167716,15-10-36,09-06-11,7500,-1,75.0,60.54337666666667,15.279526666666667,0.2102724651625322,30.0,0.6861111111111111
49,49,Bullis6,60322536,15172525,15-11-06,09-06-11,10230,-1,102.3,60.53756,15.287541666666666,0.7813116613253163,30.0,0.2527777777777777
50,50,Bullis6,60320316,15180136,15-11-36,09-06-11,8500,-1,85.0,60.53386,15.300226666666667,0.806615480431828,30.0,-0.16018518518518515
51,51,Bullis6,60318486,15187116,15-12-06,09-06-11,9120,-1,91.2,60.53081,15.31186,0.721080719238476,30.0,0.057407407407407435
52,52,Bullis6,60317938,15195164,15-12-36,09-06-11,8650,-1,86.5,60.529896666666666,15.325273333333334,0.7407541521836535,30.0,-0.04351851851851854
53,53,Bullis6,60317280,15202820,15-13-06,09-06-11,8580,-1,85.8,60.5288,15.338033333333334,0.7086125687711547,30.0,-0.006481481481481507
54,54,Bullis6,60315899,15209740,15-13-36,09-06-11,8400,-1,84.0,60.526498333333336,15.349566666666666,0.6808993189988357,30.0,-0.016666666666666642
55,55,Bullis6,60313369,15215523,15-14-06,09-06-11,8560,-1,85.6,60.522281666666665,15.359205,0.7056477469829032,30.0,0.014814814814814762
56,56,Bullis6,60310693,15221495,15-14-36,09-06-11,9090,-1,90.9,60.51782166666667,15.369158333333333,0.7366124351768102,30.0,0.04907407407407418
57,57,Bullis6,60307933,15227233,15-15-06,09-06-11,9010,-1,90.1,60.51322166666667,15.378721666666667,0.7318234003519366,30.0,-0.007407407407407513
58,58,Bullis6,60304775,15231231,15-15-36,09-06-11,7520,-1,75.2,60.507958333333335,15.385385,0.6896040195481995,30.0,-0.1379629629629629
59,59,Bullis6,60302787,15233103,15-16-06,09-06-11,5660,-1,56.6,60.504645,15.388505,0.40609243997030037,30.0,-0.17222222222222222
