TP_ID,TRAIL_ID,USER_ID,Y_COORDINA,X_COORDINA,TIME,DATE,SPEED,HEIGHT,SPEED(KM/H),Y_WGS84,X_WGS84,Distance_km,Time_Diff_s,Acceleration_mps2
1,1,Bullis32,60292364,15235091,16-40-33,01-06-11,5790,-1,57.9,60.487273333333334,15.391818333333333,0.0,0.0,0.0
2,2,Bullis32,60294584,15236391,16-41-04,01-06-11,4830,-1,48.3,60.490973333333336,15.393985,0.4281954401378973,31.0,-0.08602150537634409
3,3,Bullis32,60296403,15239685,16-41-34,01-06-11,4980,-1,49.8,60.494005,15.399475,0.45171411514911325,30.0,0.013888888888888888
4,4,Bullis32,60296787,15240215,16-53-35,01-06-11,1770,-1,17.7,60.494645,15.400358333333333,0.08604998533941947,721.0,-0.012367082755432267
5,5,Bullis32,60297033,15241304,16-54-05,01-06-11,2320,-1,23.2,60.495055,15.402173333333334,0.10935277182148118,30.0,0.05092592592592592
6,6,Bullis32,60295055,15244730,16-54-35,01-06-11,8240,-1,82.4,60.49175833333334,15.407883333333332,0.48183599742346145,30.0,0.5481481481481482
7,7,Bullis32,60292562,15248369,16-55-05,01-06-11,3650,-1,36.5,60.48760333333333,15.413948333333334,0.5690440818864111,30.0,-0.42500000000000004
8,8,Bullis32,60290952,15252304,16-55-35,01-06-11,6600,-1,66.0,60.48492,15.420506666666666,0.46700077374765503,30.0,0.27314814814814814
9,9,Bullis32,60289038,15255275,16-56-05,01-06-11,8390,-1,83.9,60.48173,15.425458333333333,0.4465498691708716,30.0,0.1657407407407408
10,10,Bullis32,60286554,15260515,16-56-35,01-06-11,6590,-1,65.9,60.47759,15.434191666666667,0.6639846196218877,30.0,-0.16666666666666666
11,11,Bullis32,60285197,15263315,16-57-05,01-06-11,6280,-1,62.8,60.47532833333333,15.438858333333334,0.35865327123134544,30.0,-0.028703703703703783
12,12,Bullis32,60283055,15266264,16-57-35,01-06-11,3579,-1,35.79,60.471758333333334,15.443773333333333,0.4797146993349439,30.0,-0.2500925925925926
13,13,Bullis32,60281310,15269289,16-58-05,01-06-11,6120,-1,61.2,60.46885,15.448815,0.42535769353230923,30.0,0.2352777777777778
14,14,Bullis32,60281088,15273316,16-58-35,01-06-11,4140,-1,41.4,60.46848,15.455526666666668,0.37014610295355466,30.0,-0.18333333333333338
15,15,Bullis32,60280548,15277384,16-59-05,01-06-11,2990,-1,29.9,60.46758,15.462306666666667,0.38484458363007407,30.0,-0.10648148148148147
16,16,Bullis32,60279851,15278242,16-59-35,01-06-11,1760,-1,17.6,60.46641833333333,15.463736666666666,0.15109130838117937,30.0,-0.11388888888888886
17,17,Bullis32,60274057,15247918,07-47-04,02-06-11,4530,-1,45.3,60.456761666666665,15.413196666666666,2.9713952024276438,53249.0,0.0001444993228876494
18,18,Bullis32,60274023,15243448,07-47-35,02-06-11,6409,-1,64.09,60.456705,15.405746666666667,0.4085177063240543,31.0,0.1683691756272402
19,19,Bullis32,60275964,15238689,07-48-05,02-06-11,7140,-1,71.4,60.45994,15.397815,0.564354175885698,30.0,0.06768518518518521
20,20,Bullis32,60279060,15237023,07-48-35,02-06-11,7220,-1,72.2,60.4651,15.395038333333334,0.5936124606922557,30.0,0.007407407407407381
21,21,Bullis32,60281513,15236507,07-49-05,02-06-11,3170,-1,31.7,60.469188333333335,15.394178333333333,0.45703917673710476,30.0,-0.375
22,22,Bullis32,60281179,15232159,07-49-35,02-06-11,6420,-1,64.2,60.46863166666667,15.386931666666667,0.40196619041751896,30.0,0.3009259259259259
23,23,Bullis32,60279052,15227783,07-50-08,02-06-11,5740,-1,57.4,60.465086666666664,15.379638333333334,0.5614146597589831,33.0,-0.05723905723905727
24,24,Bullis32,60278420,15226335,07-50-38,02-06-11,2730,-1,27.3,60.46403333333333,15.377225,0.17668633987234586,30.0,-0.2787037037037037
25,25,Bullis32,60279475,15226731,10-29-57,02-06-11,3700,-1,37.0,60.46579166666667,15.377885,0.198836601333019,9559.0,0.00028187513803163973
26,26,Bullis32,60280381,15228940,10-30-34,02-06-11,5610,-1,56.1,60.467301666666664,15.381566666666666,0.2625150776109517,37.0,0.1433933933933934
27,27,Bullis32,60281683,15235106,10-31-12,02-06-11,4770,-1,47.7,60.469471666666664,15.391843333333334,0.6127561795003438,38.0,-0.061403508771929814
28,28,Bullis32,60282180,15236507,10-31-42,02-06-11,3030,-1,30.3,60.4703,15.394178333333333,0.15767166086065984,30.0,-0.16111111111111112
29,29,Bullis32,60284585,15236133,10-32-12,02-06-11,5940,-1,59.4,60.47430833333333,15.393555,0.44701344904554347,30.0,0.26944444444444443
30,30,Bullis32,60285529,15235743,10-32-42,02-06-11,20,-1,0.2,60.475881666666666,15.392905,0.17853568520168125,30.0,-0.548148148148148
31,31,Bullis32,60285977,15235494,10-33-45,02-06-11,4260,-1,42.6,60.47662833333333,15.39249,0.08608337429749219,63.0,0.18694885361552027
32,32,Bullis32,60288688,15234490,10-34-15,02-06-11,5720,-1,57.2,60.48114666666667,15.390816666666666,0.5107125987660436,30.0,0.1351851851851852
33,33,Bullis32,60295085,15247938,12-26-19,02-06-11,1390,-1,13.9,60.49180833333333,15.41323,1.7067059551572956,6724.0,-0.0017887831317337565
34,34,Bullis32,60293819,15249364,12-26-50,02-06-11,3400,-1,34.0,60.48969833333334,15.415606666666667,0.2683128269531303,31.0,0.18010752688172044
35,35,Bullis32,60292942,15249248,12-27-20,02-06-11,2100,-1,21.0,60.488236666666666,15.415413333333333,0.16287453194800167,30.0,-0.12037037037037038
36,36,Bullis32,60292245,15248035,12-27-50,02-06-11,3270,-1,32.7,60.487075,15.413391666666667,0.17014193766451352,30.0,0.10833333333333336
37,37,Bullis32,60291677,15248487,12-28-20,02-06-11,1510,-1,15.1,60.48612833333333,15.414145,0.11306409217196599,30.0,-0.16296296296296298
38,38,Bullis32,60291359,15249221,12-39-42,02-06-11,2600,-1,26.0,60.485598333333336,15.415368333333333,0.0892404295602299,682.0,0.004439556858911698
39,39,Bullis32,60290746,15249326,12-40-12,02-06-11,3279,-1,32.79,60.48457666666667,15.415543333333334,0.11400791430931013,30.0,0.06287037037037037
40,40,Bullis32,60289593,15248574,12-40-42,02-06-11,2590,-1,25.9,60.482655,15.41429,0.2244399494339019,30.0,-0.0637962962962963
41,41,Bullis32,60288785,15249690,12-41-12,02-06-11,3700,-1,37.0,60.48130833333333,15.41615,0.1811259549258763,30.0,0.10277777777777779
42,42,Bullis32,60287919,15250991,12-41-42,02-06-11,1330,-1,13.3,60.479865,15.418318333333334,0.19967594174023365,30.0,-0.21944444444444444
43,43,Bullis32,60288378,15250574,12-49-23,02-06-11,3240,-1,32.4,60.48063,15.417623333333333,0.09319780955206947,461.0,0.011508797300554348
44,44,Bullis32,60289372,15249195,12-49-53,02-06-11,3110,-1,31.1,60.48228666666667,15.415325,0.22313571965547774,30.0,-0.012037037037037011
45,45,Bullis32,60290200,15248830,12-50-23,02-06-11,2150,-1,21.5,60.483666666666664,15.414716666666667,0.15702633446862715,30.0,-0.08888888888888889
46,46,Bullis32,60290559,15248250,12-50-54,02-06-11,1080,-1,10.8,60.484265,15.41375,0.08503409501585546,31.0,-0.09587813620071683
47,47,Bullis32,60290669,15246253,12-51-24,02-06-11,2220,-1,22.2,60.48444833333333,15.410421666666666,0.1834669236284045,30.0,0.10555555555555554
48,48,Bullis32,60289943,15244982,12-51-54,02-06-11,3310,-1,33.1,60.48323833333333,15.408303333333333,0.1776781640675347,30.0,0.10092592592592593
49,49,Bullis32,60289194,15244840,12-52-24,02-06-11,2090,-1,20.9,60.48199,15.408066666666667,0.1394125570889232,30.0,-0.11296296296296299
50,50,Bullis32,60287119,15244291,12-52-54,02-06-11,5670,-1,56.7,60.47853166666667,15.407151666666667,0.3878030132194768,30.0,0.3314814814814815
51,51,Bullis32,60284768,15242254,12-53-24,02-06-11,5850,-1,58.5,60.47461333333333,15.403756666666666,0.47375065891172463,30.0,0.016666666666666642
52,52,Bullis32,60282452,15239374,12-53-54,02-06-11,5720,-1,57.2,60.470753333333334,15.398956666666667,0.5034046182963429,30.0,-0.012037037037037011
53,53,Bullis32,60281813,15235956,12-54-24,02-06-11,3640,-1,36.4,60.46968833333333,15.39326,0.3339123110771356,30.0,-0.19259259259259262
54,54,Bullis32,60281564,15231634,12-54-54,02-06-11,5950,-1,59.5,60.469273333333334,15.386056666666667,0.39747759076541156,30.0,0.2138888888888889
55,55,Bullis32,60279826,15227833,12-55-24,02-06-11,5500,-1,55.0,60.46637666666667,15.379721666666667,0.4736081911472568,30.0,-0.041666666666666664
56,56,Bullis32,60279278,15226495,12-55-54,02-06-11,2760,-1,27.6,60.46546333333333,15.377491666666666,0.15891726272337053,30.0,-0.2537037037037037
57,57,Bullis32,60290172,15250818,09-10-16,03-06-11,500,-1,5.0,60.48362,15.41803,3.0017960106176536,72862.0,-8.615983335315772e-05
58,58,Bullis32,60290594,15250395,09-11-45,03-06-11,120,-1,1.2,60.484323333333336,15.417325,0.08722361958150864,89.0,-0.011860174781523096
59,59,Bullis32,60291022,15250048,09-13-46,03-06-11,360,-1,3.6,60.485036666666666,15.416746666666667,0.08541215109909735,121.0,0.005509641873278238
60,60,Bullis32,60290962,15249104,09-28-37,03-06-11,1490,-1,14.9,60.48493666666667,15.415173333333334,0.08690209389709316,891.0,0.003522883152512782
61,61,Bullis32,60290168,15249849,09-29-07,03-06-11,2050,-1,20.5,60.48361333333333,15.416415,0.16210891416396983,30.0,0.05185185185185184
62,62,Bullis32,60289525,15248518,09-29-37,03-06-11,1320,-1,13.2,60.48254166666667,15.414196666666667,0.17020325933531005,30.0,-0.0675925925925926
63,63,Bullis32,60289192,15249447,09-30-07,03-06-11,120,-1,1.2,60.481986666666664,15.415745,0.10489929141861018,30.0,-0.1111111111111111
64,64,Bullis32,60288041,15247671,09-30-37,03-06-11,7080,-1,70.8,60.480068333333335,15.412785,0.2679546569586604,30.0,0.6444444444444444
65,65,Bullis32,60286064,15244577,09-31-07,03-06-11,700,-1,7.0,60.476773333333334,15.407628333333333,0.46267611577915657,30.0,-0.5907407407407407
66,66,Bullis32,60285281,15245490,09-31-37,03-06-11,1989,-1,19.89,60.47546833333333,15.40915,0.1673588797122215,30.0,0.11935185185185186
67,67,Bullis32,60285748,15245180,09-35-44,03-06-11,3010,-1,30.1,60.47624666666667,15.408633333333333,0.09105962691549002,247.0,0.011482231219073324
68,68,Bullis32,60286091,15244117,09-36-14,03-06-11,3400,-1,34.0,60.476818333333334,15.406861666666666,0.11603791031384707,30.0,0.036111111111111094
69,69,Bullis32,60285185,15242602,09-36-44,03-06-11,5230,-1,52.3,60.47530833333333,15.404336666666667,0.2175659206509864,30.0,0.1694444444444444
70,70,Bullis32,60283094,15240144,09-37-14,03-06-11,5340,-1,53.4,60.47182333333333,15.40024,0.44784567581094,30.0,0.010185185185185198
71,71,Bullis32,60281745,15237022,09-37-44,03-06-11,3920,-1,39.2,60.469575,15.395036666666666,0.37923776881208593,30.0,-0.13148148148148145
72,72,Bullis32,60281746,15233864,09-38-14,03-06-11,5270,-1,52.7,60.46957666666667,15.389773333333334,0.28846432632553004,30.0,0.125
73,73,Bullis32,60279189,15226414,11-15-17,03-06-11,1450,-1,14.5,60.465315,15.377356666666667,0.8292866626235189,5823.0,-0.001822275650199401
74,74,Bullis32,60279560,15227680,11-15-47,03-06-11,1470,-1,14.7,60.46593333333333,15.379466666666668,0.13454935496567297,30.0,0.0018518518518518452
75,75,Bullis32,60281127,15229665,11-16-17,03-06-11,5480,-1,54.8,60.468545,15.382775,0.34236735411163344,30.0,0.37129629629629624
76,76,Bullis32,60281784,15234840,11-16-47,03-06-11,5990,-1,59.9,60.46964,15.3914,0.48814121708457503,30.0,0.047222222222222235
77,77,Bullis32,60281714,15237872,11-17-17,03-06-11,5080,-1,50.8,60.469523333333335,15.396453333333334,0.2772585356573413,30.0,-0.08425925925925927
78,78,Bullis32,60283672,15241128,11-17-47,03-06-11,6340,-1,63.4,60.472786666666664,15.40188,0.46916891346029854,30.0,0.11666666666666668
79,79,Bullis32,60286062,15243337,11-18-17,03-06-11,4610,-1,46.1,60.47677,15.405561666666667,0.48670883902013307,30.0,-0.16018518518518515
80,80,Bullis32,60285973,15244284,11-19-21,03-06-11,1540,-1,15.4,60.47662166666667,15.40714,0.08804255181732644,64.0,-0.1332465277777778
81,81,Bullis32,60287706,15247233,11-19-51,03-06-11,6909,-1,69.09,60.47951,15.412055,0.419133570845718,30.0,0.49712962962962964
82,82,Bullis32,60288816,15249640,11-20-21,03-06-11,3140,-1,31.4,60.48136,15.416066666666667,0.30104004139232277,30.0,-0.3489814814814815
83,83,Bullis32,60289952,15251817,11-20-51,03-06-11,1430,-1,14.3,60.48325333333333,15.419695,0.28954293144015497,30.0,-0.1583333333333333
84,84,Bullis32,60290056,15252895,11-21-21,03-06-11,1130,-1,11.3,60.48342666666667,15.421491666666666,0.10029636769504482,30.0,-0.027777777777777776
85,85,Bullis32,60288412,15256491,11-21-51,03-06-11,5920,-1,59.2,60.480686666666664,15.427485,0.4479261117590129,30.0,0.4435185185185186
86,86,Bullis32,60286994,15257731,11-22-21,03-06-11,4680,-1,46.8,60.478323333333336,15.429551666666667,0.2861475092318806,30.0,-0.11481481481481487
87,87,Bullis32,60285912,15259803,11-22-51,03-06-11,2390,-1,23.9,60.47652,15.433005,0.275703995967918,30.0,-0.21203703703703702
88,88,Bullis32,60285419,15259255,11-23-21,03-06-11,90,-1,0.9,60.475698333333334,15.432091666666667,0.10417407335610943,30.0,-0.21296296296296294
89,89,Bullis32,60285119,15259983,11-31-58,03-06-11,1190,-1,11.9,60.47519833333333,15.433305,0.08666900644981106,517.0,0.00591016548463357
90,90,Bullis32,60285139,15262221,11-32-28,03-06-11,4290,-1,42.9,60.475231666666666,15.437035,0.20442589682475076,30.0,0.28703703703703703
91,91,Bullis32,60283302,15264203,11-32-58,03-06-11,5200,-1,52.0,60.47217,15.440338333333333,0.3855763600105546,30.0,0.08425925925925927
92,92,Bullis32,60282752,15266497,11-33-28,03-06-11,1650,-1,16.5,60.47125333333334,15.444161666666666,0.2330063895157225,30.0,-0.32870370370370366
93,93,Bullis32,60281339,15269248,11-33-58,03-06-11,4520,-1,45.2,60.468898333333335,15.448746666666667,0.36292716652970997,30.0,0.2657407407407408
94,94,Bullis32,60281217,15272509,11-34-28,03-06-11,5760,-1,57.6,60.468695,15.454181666666667,0.29873667125844505,30.0,0.11481481481481479
95,95,Bullis32,60280579,15275809,11-34-58,03-06-11,4370,-1,43.7,60.46763166666667,15.459681666666667,0.32380717621420446,30.0,-0.12870370370370368
96,96,Bullis32,60280150,15278225,11-35-28,03-06-11,2710,-1,27.1,60.46691666666667,15.463708333333333,0.2345860653728543,30.0,-0.15370370370370373
97,97,Bullis32,60279936,15276954,11-35-58,03-06-11,2700,-1,27.0,60.46656,15.46159,0.12269484224437283,30.0,-0.0009259259259259391
98,98,Bullis32,60279853,15277889,11-41-12,03-06-11,2860,-1,28.6,60.46642166666667,15.463148333333333,0.08678871691591297,314.0,0.0014154281670205248
99,99,Bullis32,60279377,15278142,11-42-04,03-06-11,2790,-1,27.9,60.465628333333335,15.46357,0.0911921770484709,52.0,-0.0037393162393162542
100,100,Bullis32,60279219,15276253,11-42-34,03-06-11,2310,-1,23.1,60.465365,15.460421666666667,0.17503701544781025,30.0,-0.04444444444444442
101,101,Bullis32,60278389,15275300,11-43-04,03-06-11,3240,-1,32.4,60.46398166666667,15.458833333333333,0.1767501527607589,30.0,0.08611111111111108
102,102,Bullis32,60278620,15273427,11-43-34,03-06-11,2150,-1,21.5,60.46436666666666,15.455711666666666,0.17638961037961218,30.0,-0.1009259259259259
103,103,Bullis32,60277176,15269505,11-44-04,03-06-11,6500,-1,65.0,60.46196,15.449175,0.44722386329696856,30.0,0.40277777777777773
104,104,Bullis32,60275487,15265307,11-44-34,03-06-11,5700,-1,57.0,60.459145,15.442178333333333,0.49507823569127524,30.0,-0.07407407407407408
105,105,Bullis32,60274627,15260374,11-45-04,03-06-11,6030,-1,60.3,60.45771166666667,15.433956666666667,0.478101951743799,30.0,0.030555555555555527
106,106,Bullis32,60273917,15254881,11-45-34,03-06-11,6440,-1,64.4,60.45652833333333,15.424801666666667,0.5189048493253132,30.0,0.037962962962963046
107,107,Bullis32,60274532,15249385,11-46-04,03-06-11,5970,-1,59.7,60.45755333333334,15.415641666666666,0.5149908107551299,30.0,-0.04351851851851854
108,108,Bullis32,60274289,15244704,11-46-34,03-06-11,5580,-1,55.8,60.457148333333336,15.40784,0.43010629873893497,30.0,-0.03611111111111116
109,109,Bullis32,60275249,15240241,11-47-04,03-06-11,5800,-1,58.0,60.45874833333333,15.400401666666667,0.4449326363911607,30.0,0.020370370370370396
110,110,Bullis32,60277609,15237729,11-47-34,03-06-11,6260,-1,62.6,60.46268166666667,15.396215,0.4939316490152714,30.0,0.042592592592592605
111,111,Bullis32,60280180,15236815,11-48-04,03-06-11,5650,-1,56.5,60.466966666666664,15.394691666666667,0.48373160097522133,30.0,-0.056481481481481494
112,112,Bullis32,60279356,15236352,11-48-34,03-06-11,9090,-1,90.9,60.46559333333333,15.39392,0.1584570601047875,30.0,0.3185185185185186
113,113,Bullis32,60276886,15228820,11-49-04,03-06-11,10120,-1,101.2,60.46147666666667,15.381366666666667,0.8264752690804021,30.0,0.09537037037037034
114,114,Bullis32,60273187,15223302,11-49-34,03-06-11,10200,-1,102.0,60.45531166666667,15.37217,0.8509762485552014,30.0,0.007407407407407381
115,115,Bullis32,60269394,15221610,11-50-04,03-06-11,8040,-1,80.4,60.44899,15.36935,0.7197453617655752,30.0,-0.19999999999999993
116,116,Bullis32,60265491,15218596,11-50-34,03-06-11,10700,-1,107.0,60.442485,15.364326666666667,0.7740177816484708,30.0,0.24629629629629626
117,117,Bullis32,60262341,15212155,11-51-04,03-06-11,9400,-1,94.0,60.437235,15.353591666666667,0.8292026399128154,30.0,-0.12037037037037038
118,118,Bullis32,60260015,15205377,11-51-34,03-06-11,9250,-1,92.5,60.43335833333333,15.342295,0.7549495772330088,30.0,-0.013888888888888888
119,119,Bullis32,60256638,15200066,11-52-04,03-06-11,9950,-1,99.5,60.42773,15.333443333333333,0.7922080867246974,30.0,0.06481481481481481
120,120,Bullis32,60252861,15193456,11-52-34,03-06-11,11450,-1,114.5,60.421435,15.322426666666667,0.9249469214923205,30.0,0.1388888888888889
121,121,Bullis32,60247973,15190130,11-53-04,03-06-11,11470,-1,114.7,60.413288333333334,15.316883333333333,0.9556121192145403,30.0,0.0018518518518518782
122,122,Bullis32,60242933,15187327,11-53-34,03-06-11,11860,-1,118.6,60.40488833333333,15.312211666666666,0.9686203361234618,30.0,0.03611111111111103
123,123,Bullis32,60237784,15186766,11-54-04,03-06-11,11650,-1,116.5,60.39630666666667,15.311276666666666,0.9556185872278737,30.0,-0.01944444444444439
124,124,Bullis32,60228591,15194795,11-55-04,03-06-11,11730,-1,117.3,60.380985,15.324658333333334,1.855566316319699,60.0,0.0037037037037036904
125,125,Bullis32,60223779,15192507,11-55-34,03-06-11,11590,-1,115.9,60.372965,15.320845,0.9160818017791572,30.0,-0.012962962962962883
126,126,Bullis32,60218773,15190963,11-56-04,03-06-11,11180,-1,111.8,60.364621666666665,15.318271666666666,0.9384611173047692,30.0,-0.037962962962963046
127,127,Bullis32,60213709,15193303,11-56-34,03-06-11,11560,-1,115.6,60.356181666666664,15.322171666666666,0.96267804539243,30.0,0.03518518518518516
128,128,Bullis32,60208692,15194440,11-57-04,03-06-11,9870,-1,98.7,60.34782,15.324066666666667,0.9355993455152359,30.0,-0.1564814814814814
129,129,Bullis32,60204498,15194467,11-57-34,03-06-11,8780,-1,87.8,60.34083,15.324111666666667,0.7772564803426705,30.0,-0.10092592592592599
